review_id,phase,round,role,domain,issue,decision,doc_anchor
"R-00107","初评","107","技术经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00108","初评","108","销售经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00109","初评","109","产品经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00110","初评","110","技术经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00111","初评","111","销售经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00112","初评","112","产品经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00113","初评","113","技术经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00114","初评","114","销售经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00115","初评","115","产品经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00116","初评","116","技术经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00117","初评","117","销售经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00118","初评","118","产品经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00119","初评","119","技术经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00120","初评","120","销售经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00121","初评","121","产品经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00122","初评","122","技术经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00123","初评","123","销售经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00124","初评","124","产品经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00125","初评","125","技术经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00126","初评","126","销售经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00127","初评","127","产品经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00128","初评","128","技术经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00129","初评","129","销售经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00130","初评","130","产品经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00131","初评","131","技术经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00132","初评","132","销售经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00133","初评","133","产品经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00134","初评","134","技术经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00135","初评","135","销售经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00136","初评","136","产品经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-00137","初评","137","技术经理","售前闭环","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-00138","初评","138","销售经理","工程闭环","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-00139","初评","139","产品经理","产品闭环","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-00140","初评","140","技术经理","课题一符合度","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
